,,,,,,Time Differences,,,,"Mean Spring, Neap and Sea Level Heights",,,,,,
,,Lat.,S.,Long.,E.,High Water,,Low Water,,,,(metres),,,Range,
No.,Port,°,´,°,´,Mean,Range,Mean,Range,MHWS,MHWN,MLWN,MLWS,MSL,Ratio,
6400,Auckland,36,51,174,46,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,3.3,2.8,1,0.5,1.93,,
6399c,Devonport Naval Base,36,50,174,47,0,-0007 to +0003,0,-0007 to +0004,3.2,2.7,0.9,0.4,1.8,1,
6399e,Hobsonville,36,47,174,40,8,-0013 to +0036,3,-0028 to +0033,3.6,3.1,1.1,0.6,2.1,1.07,
6402,Maraetai,36,52,175,3,-15,-,-15,-,-,-,-,-,-,-,*
6396d,Omaha Bridge,36,20,174,46,9,+0001 to +0023,2,-0017 to +0021,2.7,2.3,0.8,0.4,1.6,0.82,
6399d,Onetaunga Bay,36,49,174,42,4,-,-7,-,3.4,2.9,0.9,0.5,2,1.04,*
6401b,Pine Harbour,36,53,174,59,-12,-0033 to +0006,0,-0025 to +0021,3.2,2.7,0.9,0.3,1.8,1.04,
6402a,Sandspit Passage,36,54,175,11,-15,-0033 to -0001,-4,-0025 to +0009,3.3,2.7,0.9,0.3,1.8,1.07,
6401c,Tamaki River,36,55,174,52,0,-0008 to +0008,0,-0007 to +0007,3.4,2.8,1.1,0.5,1.9,1.04,
6399f,Whau River Entrance,36,52,174,39,10,-0042 to +0031,7,-0040 to +0029,3.6,3.1,1.1,0.6,2.1,1.07,
,Coromandel Peninsula,,,,,,,,,,,,,,,
6405,Coromandel Harbour - Whanganui Island,36,47,175,27,-21,-0044 to +0011,-15,-0048 to +0011,2.9,2.3,0.7,0,1.5,1.04,
6404,Thames,37,8,175,31,-17,-0027 to -0009,-10,-0017 to +0003,3.5,2.9,0.9,0.3,1.9,1.14,
,Hauraki Gulf / Tīkapa Moana,,,,,,,,,,,,,,,
6396b,Leigh,36,17,174,48,-12,-0033 to +0013,-1,-0031 to +0022,2.6,2.2,0.8,0.3,1.5,0.82,
6398,Mahurangi Harbour,36,29,174,43,-10,-0025 to +0014,0,-0018 to +0025,2.9,2.4,0.9,0.4,1.7,0.89,
6397a,Matakana River - Sandspit,36,24,174,44,-6,-0018 to +0015,1,-0013 to +0014,2.9,2.5,0.9,0.5,1.7,0.86,
6400a,McKenzie Bay,36,47,174,50,-12,-0030 to +0008,-3,-0023 to +0018,3.1,2.6,0.9,0.4,1.7,0.96,
6399a,Murrays Bay,36,44,174,45,-11,-0030 to +0008,0,-0021 to +0022,3.1,2.6,0.9,0.3,1.7,1,
6399b,Rakino Island,36,44,174,57,-14,-0039 to +0006,-3,-0030 to +0022,3,2.5,0.9,0.3,1.7,0.96,
6398a,Tiritiri Matangi Island,36,36,174,53,-13,-0031 to +0007,-1,-0023 to +0022,2.9,2.5,0.8,0.3,1.7,0.93,
6399,Weiti River Entrance,36,39,174,44,1,-0020 to +0022,7,-0023 to +0025,3,2.5,1,0.5,1.8,0.89,
6396c,Whangateau Harbour,36,19,174,47,-,-,-,-,2.7,2.3,0.6,0.2,1.5,0.89,*
,Kawau Island,,,,,,,,,,,,,,,
6397,Bon Accord Harbour - Mansion House Bay,36,26,174,49,-10,-0038 to +0012,0,-0030 to +0023,2.9,2.4,0.9,0.4,1.7,0.89,
,Waiheke Island,,,,,,,,,,,,,,,
6401,Man o’War Bay,36,47,175,9,-15,-0033 to -0001,-4,-0023 to +0014,3.2,2.6,0.9,0.3,1.8,1.04,
6401a,Matiatia Bay,36,47,174,59,-11,-0028 to +0005,-2,-0021 to +0016,3.1,2.6,0.9,0.4,1.7,0.96,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6504,Bluff,46,36,168,21,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.8,2.4,1.1,0.6,1.76,,
6506,Colac Bay / Ōraka,46,22,167,54,-,-,-,-,2.3,1.8,0.9,0.4,1.3,0.86,*
6503,Dog Island,46,39,168,25,-17,-0028 to -0002,-35,-0047 to -0015,2.9,2.5,1.2,0.6,1.8,1.05,
6506a,Kawakaputa Bay,46,23,167,49,-115,-0148 to -0035,-119,-0148 to -0048,2.8,2.3,0.9,0.4,1.6,1.09,
6505,New River Entrance,46,32,168,15,-22,-,-22,-,2.8,2.5,0.7,0.4,1.6,1.09,*
6500,Nugget Point,46,27,169,49,54,+0028 to +0146,52,+0025 to +0144,2.5,2.1,0.9,0.7,1.5,0.82,
6510f,Port Craig,46,13,167,22,-203,-0236 to -0138,-205,-0230 to -0142,3.1,2.6,1.3,0.7,1.9,1.09,
6505d,Riverton / Aparima,46,22,168,1,-52,-0107 to -0044,-48,-0101 to -0041,2.8,2.5,1.2,0.8,1.8,0.91,
6503a,Ruapuke Island,46,47,168,30,-8,-0032 to +0035,-13,-0036 to +0030,2.8,2.4,1.1,0.7,1.8,0.95,
6505b,Waihopai River Entrance,46,25,168,20,11,-0011 to +0023,54,+0031 to +0114,2.6,2.2,1,0.8,1.6,0.82,
6501,Waikawa Harbour,46,39,169,10,110,+0036 to +0151,108,+0042 to +0145,2.3,1.9,0.7,0.3,1.3,0.91,
6502,Waipapa Point,46,39,168,51,-,-,-,-,2.7,2.5,0.9,0.6,1.7,0.95,*
,Stewart Island / Rakiura,,,,,,,,,,,,,,,
6510d,Christmas Village Bay,46,45,168,0,-33,-0107 to -0014,-46,-0112 to -0024,2.4,2,1.1,0.6,1.5,0.82,
6509a,Easy Harbour,47,9,167,34,-200,-0235 to -0140,-201,-0225 to -0143,2.6,2.2,0.9,0.4,1.6,1,
6510,Ernest Islands,46,58,167,41,-200,-0226 to -0131,-203,-0224 to -0134,2.2,1.8,0.7,0.2,1.2,0.91,*
6509,Flour Cask Bay,47,17,167,29,-124,-0146 to -0110,-136,-0145 to -0128,2.8,2.4,1,0.5,1.7,1.05,
6507,Golden Bay,46,54,168,7,-1,-0022 to +0022,-12,-0031 to +0014,2.7,2.2,1.1,0.6,1.7,0.95,
6506c,Halfmoon Bay / Oban,46,54,168,8,-6,-0033 to +0024,-19,-0039 to +0012,2.6,2.2,1.1,0.6,1.6,0.91,
6508,Port Adventure,47,5,168,11,-11,-0036 to +0038,-13,-0036 to +0027,2.9,2.4,1.1,0.6,1.8,1.05,
6510e,Port William / Potirepo,46,50,168,5,-15,-0043 to +0009,-28,-0056 to -0005,2.6,2.1,1.1,0.6,1.6,0.91,
6508a,Small Craft Retreat,47,15,167,39,-100,-0123 to -0037,-102,-0118 to -0039,3,2.5,1.1,0.6,1.8,1.09,
6510c,Yankee River Entrance,46,41,167,53,-103,-0132 to -0031,-117,-0144 to -0044,2.3,1.9,0.9,0.5,1.4,0.82,
,Sub-Antarctic Islands,,,,,,,,,,,,,,,
6535,Antipodes Island,49,40,178,48,210,-,-,-,1.8,-,-,-,1.1,-,*
6534,Auckland Island - Carnley Harbour,50,50,166,3,-42,-0103 to -0027,-40,-0055 to -0019,1.9,1.4,0.7,0.2,1.1,0.77,
6532,Campbell Island / Motu Ihupuku - Perseverance Harbour,52,33,169,8,13,-,20,-,1.7,1.4,0.9,0.6,1.2,0.5,*
6510b,Snares Islands / Tini Heke - North East Island,48,1,166,36,-140,-0226 to -0117,-143,-0217 to -0124,1.9,1.6,0.7,0.3,1.2,0.73,
6510a,Solander Island / Hautere,46,35,166,53,-206,-0254 to -0144,-207,-0243 to -0146,2.3,2,0.9,0.4,1.4,0.86,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6425,Gisborne,38,40,178,2,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2,1.7,0.7,0.4,1.25,,
6422,East Cape,37,41,178,33,32,-,30,-,2.1,1.9,0.7,0.5,1.3,1,*
6427,Happy Jacks Boat Harbour,39,1,177,54,0,-0017 to +0025,0,-0016 to +0020,2,1.7,0.8,0.5,1.3,0.94,
6424d,Sponge Bay,38,42,178,3,0,-0019 to +0021,0,-0023 to +0014,2,1.7,0.7,0.4,1.2,1,
6423a,Tokomaru Bay,38,8,178,20,-,-,-,-,1.9,1.8,0.6,0.5,1.2,0.88,*
6424,Tolaga Bay - Cooks Cove,38,23,178,20,5,-0015 to +0025,5,-0013 to +0027,1.7,1.6,0.4,0.3,1,0.88,
6423b,Tolaga Bay Wharf,38,23,178,19,8,-0007 to +0033,8,-0006 to +0027,1.6,1.4,0.3,0.1,1.3,0.94,
6423,Waipiro Bay,38,2,178,20,11,-0011 to +0024,10,-0011 to +0025,2.1,1.8,0.8,0.5,1.3,1,
6421,Wharekahika / Hicks Bay,37,35,178,19,39,+0018 to +0101,39,+0020 to +0102,1.9,1.6,0.5,0.2,1.1,1.06,
6425b,Young Nicks Head / Te Kurī,38,45,177,58,0,-0019 to +0021,-1,-0023 to +0015,2,1.7,0.7,0.5,1.2,0.94,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6490,Lyttelton,43,36,172,43,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.5,2,0.8,0.3,1.45,,
6487b,Conway Flat,42,38,173,27,15,-0010 to +0033,14,-0014 to +0032,1.8,1.3,0.4,0,0.8,0.82,
6487,Kaikōura,42,25,173,42,17,+0010 to +0025,17,+0007 to +0029,1.8,1.4,0.4,0,0.9,0.82,
6486,Kekerengu,42,0,174,1,23,0000 to +0036,22,-0004 to +0038,1.8,1.3,0.4,0,0.9,0.82,
6488b,Motunau Beach,43,3,173,4,9,-0012 to +0032,8,-0010 to +0035,2.2,1.9,0.7,0.4,1.3,0.82,
6489,New Brighton Pier,43,30,172,44,1,-0005 to +0009,1,-0006 to +0009,2.4,1.9,0.8,0.3,1.3,0.95,
6486a,Ōhau Point,42,14,173,51,14,-0003 to +0013,13,-0003 to +0032,1.7,1.2,0.3,0,0.8,0.77,
6488,Point Gibson,42,53,173,19,14,-0004 to +0034,13,-0003 to +0037,2.1,1.6,0.7,0.3,1.1,0.82,
6490b,Purau Lead,43,37,172,46,-1,-0006 to +0003,-1,-0005 to +0003,2.6,2.1,0.8,0.3,1.5,1.05,
6491d,Rakaia River Mouth,43,54,172,13,-46,-,-,-,-,-,-,-,-,-,*
6487a,South Bay,42,26,173,41,18,+0002 to +0035,17,+0001 to +0035,1.8,1.4,0.5,0.1,0.9,0.77,
6489b,Sumner Head,43,34,172,46,1,-0002 to +0005,1,-0002 to +0005,2.4,2,0.7,0.3,1.3,0.95,
,Banks Peninsula,,,,,,,,,,,,,,,
6490f,Akaroa,43,48,172,58,-44,-0126 to +0005,-42,-0122 to +0008,2.7,2.1,0.9,0.4,1.5,1.05,
6490d,Le Bons Bay,43,44,173,6,-22,-0046 to +0001,-25,-0051 to -0002,2.5,1.9,0.8,0.3,1.4,1,
6491b,Te Oka Bay,43,52,172,49,-52,-0107 to -0029,-52,-0112 to -0033,2.3,1.9,0.7,0.4,1.4,0.86,
6491,Tikao Bay,43,48,172,55,-43,-,-42,-,2.6,2.2,0.9,0.6,1.5,0.91,*
,Chatham Islands,,,,,,,,,,,,,,,
6535a,Flower Pot (Onoua),44,14,176,14W,20,-0002 to + 0039,19,-0007 to +0040,1,0.8,0.2,0,0.5,0.45,
6536a,Kaingaroa,43,44,176,16W,53,+0035 to +0108,53,+0038 to +0108,1.4,1.1,0.3,0,0.7,0.64,
6536b,Owenga,44,2,176,22W,22,+0007 to +0052,21,+0009 to +0031,1.3,1,0.3,0,0.7,0.59,
6536,Waitangi - CI,43,57,176,34W,22,-0004 to + 0052,21,-0022 to +0101,0.9,0.6,0.2,0,0.4,0.41,
,,,,,,,,,,,,,,,,
,Add a further 45 minutes to obtain Chatham Island Standard Time,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6394,Marsden Point,35,50,174,30,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.7,2.3,0.9,0.5,1.63,,
6388e,Maitai Bay,34,49,173,25,6,+0010 to +0027,9,-0009 to +0026,2.5,2,0.9,0.3,1.4,1,
6396a,Mangawhai Heads,36,5,174,36,4,-0021 to +0027,2,-0023 to +0026,2.4,2.1,0.8,0.4,1.4,0.91,
6389,Mangōnui,34,59,173,32,33,+0004 to +0100,49,+0028 to +0117,2.6,2.2,0.9,0.5,1.6,0.95,
6391d,Ngaiotonga Bay,35,19,174,19,-11,-0029 to +0013,-8,-0024 to +0017,2.5,2,0.8,0.3,1.4,1,
6386f,North Cape / Otou,34,25,173,3,13,+0002 to +0026,17,+0006 to +0029,2.5,2,0.9,0.4,1.4,0.95,
6395a,Portland Wharf,35,48,174,21,19,+0006 to +0027,13,+0005 to +0023,3.1,2.6,1.1,0.4,1.8,1.23,
6389b,Stephenson Island,34,58,173,47,0,-0020 to +0022,3,-0018 to +0024,2.5,2.1,0.8,0.4,1.4,0.95,
6392a,Taiwawe Bay,35,26,174,23,-14,-0031 to +0012,-10,-0026 to +0015,2.5,2,0.8,0.3,1.4,1,
6389a,Takerau Bay,34,56,173,33,4,-0011 to +0021,7,-0008 to +0025,2.5,2.1,0.8,0.3,1.5,1,
6394a,Town Basin,35,43,174,20,25,+0013 to +0032,20,+0013 to +0029,3.1,2.6,1.1,0.6,1.8,1.14,
6393,Tutukaka Harbour,35,37,174,32,-15,-0035 to +0001,-10,-0029 to +0005,2.3,1.9,0.8,0.3,1.4,0.91,
6391c,Whangamumu Harbour,35,15,174,18,14,-0036 to +0104,31,-0020 to +0115,2.1,1.9,0.6,0.2,1.2,0.86,
6395,Whangārei,35,46,174,21,21,+0012 to +0027,14,+0007 to +0020,3,2.6,1,0.5,1.8,1.14,
,Awanui River,,,,,,,,,,,,,,,
6388d,Ben Gunn Wharf,35,0,173,16,59,+0041 to +0117,122,+0105 to +0138,2.4,2,0.6,0.2,1.3,1,
6388b,Dairy Factory Wharf,35,2,173,15,122,+0043 to +0211,223,+0118 to +0311,2.3,1.8,0.6,0.1,1.2,1,
6388c,Unahi Jetty,35,0,173,15,102,+0004 to +0152,117,+0029 to +0210,2.3,1.9,0.6,0.2,1.3,0.95,
,Bay of Islands,,,,,,,,,,,,,,,
6390c,Cape Wiwiki,35,9,174,8,-6,-0027 to +0017,-2,-0026 to +0020,2.5,2,0.9,0.4,1.5,0.95,
6390e,Doves Bay,35,12,174,2,-6,-0025 to +0024,-2,-0020 to +0031,2.5,2,0.9,0.3,1.4,1,
6390d,Kerikeri,35,13,173,56,2,-0044 to +0049,18,-0028 to +0100,2.3,1.9,0.7,0.2,1.3,0.95,
6391b,Maunganui Bay,35,12,174,18,-8,-0029 to +0015,-4,-0028 to +0017,2.5,2,0.9,0.4,1.4,0.95,
6391a,Opua,35,19,174,7,1,-0005 to +0009,0,-0005 to +0010,2.6,2.2,0.9,0.5,1.5,0.95,
6391,Russell,35,16,174,7,0,-0026 to +0025,4,-0023 to +0029,2.5,2,0.9,0.4,1.4,0.95,
6390f,Waitangi,35,16,174,5,22,-,22,-,2.3,2,0.6,0.4,1.4,0.86,*
,Cavalli Islands,,,,,,,,,,,,,,,
6390b,Motukawanui Island,35,1,173,57,-2,-0023 to +0022,1,-0022 to +0024,2.5,2,0.9,0.4,1.5,0.95,
6390a,Waiiti Bay,35,0,173,56,13,-,9,-,2.2,2,0.7,0.5,1.3,0.77,*
,Coromandel Peninsula,,,,,,,,,,,,,,,
6409,Port Charles,36,31,175,28,-39,-0059 to -0026,-35,-0055 to -0021,2.3,1.9,0.6,0.1,1.2,1,
6408,Port Jackson,36,29,175,20,-37,-0057 to -0020,-32,-0053 to -0015,2.6,2.1,0.8,0.2,1.4,1.09,
,Great Barrier Island (Aotea Island),,,,,,,,,,,,,,,
6407a,Korotiti Bay,36,11,175,29,-35,-0042 to -0024,-30,-0037 to -0022,2.4,2.1,0.9,0.5,1.5,0.86,
6406,Nagle Cove,36,9,175,19,-31,-0058 to -0011,-27,-0053 to -0005,2.6,2.2,1,0.4,1.5,1,
6407,Tryphena,36,19,175,29,-29,-0054 to -0004,-25,-0048 to -0002,2.6,2.2,0.9,0.4,1.5,1,
,Great Mercury Island (Ahuahu),,,,,,,,,,,,,,,
6410,Huruhi Harbour,36,36,175,46,-43,-0049 to -0036,-39,-0046 to -0033,2.5,1.9,0.8,0.2,1.3,1.05,
,Houhora Harbour,,,,,,,,,,,,,,,
6387b,Farmer Point,34,48,173,10,9,-0007 to +0026,12,-0004 to +0030,2.6,2.1,0.8,0.3,1.5,1.05,
6387d,Houhora Harbour Entrance,34,50,173,9,19,+0003 to +0041,16,-0003 to +0037,2.6,2.2,0.9,0.5,1.5,0.95,
6387c,Pukenui Wharf,34,49,173,7,30,+0012 to +0100,30,+0012 to +0054,2.7,2.2,0.9,0.5,1.6,1,
,Kermadec Islands - Raoul Island,,,,,,,,,,,,,,,
6537,Fishing Rock,29,15,177,55W,-35,-0049 to -0022,-32,-0052 to -0019,1.7,1.5,0.6,0.4,1.1,0.59,
6537a,Boat Cove,29,17,177,54W,-34,-0051 to -0020,-27,-0048 to -0013,1.7,1.5,0.7,0.4,1.1,0.59,
,Mokohinau Islands,,,,,,,,,,,,,,,
6396,Burgess Island (Pokohinu),35,54,175,7,-24,-0054 to 0000,-20,-0051 to +0002,2.4,2,0.8,0.4,1.4,0.91,
,Pārengarenga Harbour,,,,,,,,,,,,,,,
6387a,Akatarere Point,34,32,172,57,54,+0031 to +0123,50,+0027 to +0118,2.5,2.2,0.9,0.4,1.5,0.95,
6387,Te Hāpua,34,31,172,56,56,+0024 to +0125,59,+0030 to +0124,2.6,2.2,0.9,0.4,1.5,1,
,Rangaunu Harbour,,,,,,,,,,,,,,,
6388,Kotiatia Point,34,53,173,17,26,+0012 to +0047,27,+0010 to +0045,2.5,2.1,0.9,0.4,1.5,0.95,
6388a,Omaia Island,35,0,173,16,-,-,-,-,2.3,2,0.5,0.2,1.3,0.95,*
,Whangaroa Harbour,,,,,,,,,,,,,,,
6389c,Kingfish Point,35,1,173,45,2,-0019 to +0031,5,-0020 to +0029,2.5,2.1,0.8,0.4,1.4,0.95,
6390,Whangaroa,35,3,173,45,6,-0002 to +0017,10,+0003 to +0020,2.5,2.1,0.9,0.4,1.5,0.95,
,Whangaruru Harbour,,,,,,,,,,,,,,,
6392,Rocky Point,35,22,174,21,-,-,-,-,2.2,2,0.6,0.3,1.3,0.86,*
6391e,Tamateatai Point,35,21,174,20,13,-0011 to +0055,19,-0012 to + 0058,2.5,2.1,0.8,0.4,1.4,0.95,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6432,Napier,39,29,176,55,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,1.8,1.4,0.4,0.1,1,,
,Hawke Bay,,,,,,,,,,,,,,,
6432a,Cape Kidnappers / Te Kauwae-a-Māui,39,38,177,5,0,-0017 to +0017,-2,-0018 to +0014,1.8,1.4,0.4,0.2,0.9,0.94,
6428a,Long Point / Taramahiti Point,39,10,177,50,6,-0012 to +0021,4,-0012 to +0017,1.8,1.4,0.4,0.1,0.9,1,
6428,Portland Island,39,17,177,52,-15,-,-15,-,-,-,-,-,-,-,*
6429,Waikokopu,39,4,177,50,5,-,5,-,1.6,1.5,0.4,0.2,0.9,0.82,*
6430,Wairoa River Mouth,39,3,177,26,0,-,0,-,1.6,1.5,0.3,0.2,0.9,0.82,*
,Wairarapa Coast,,,,,,,,,,,,,,,
6435,Ākitio River Entrance,40,36,176,25,-100,-,-100,-,-,-,-,-,-,-,*
6434,Cape Turnagain,40,30,176,37,-10,-0029 to +0006,-12,-0031 to +0003,1.8,1.4,0.6,0.1,0.9,1,
6436,Castlepoint,40,55,176,13,-18,-0027 to -0011,-18,-0027 to -0011,1.6,1.2,0.3,0,0.8,0.94,
6433a,Pōrangahau River Entrance,40,15,176,42,-38,-,-38,-,-,-,-,-,-,-,*
6433,Pōurerere,40,6,176,52,-30,-,-30,-,-,-,-,-,-,-,*
6432b,Te Motu-o-Kura / Bare Island,39,50,177,2,-2,-0018 to +0017,-3,-0017 to +0012,1.7,1.4,0.5,0.2,0.9,0.88,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6458,Nelson,41,16,173,16,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,4.3,3.2,1.6,0.6,2.44,,
6464,Stephens Island / Takapourewa,40,40,174,0,-30,-,-30,-,2.8,2.3,1.1,0.6,1.7,0.59,*
,Croisilles Harbour,,,,,,,,,,,,,,,
6460,Kōtiro Point,41,5,173,39,-18,-,-2,-,3.6,3,1.2,0.7,2.1,0.78,*
6460a,Ōkiwi Bay,41,6,173,40,-10,-0046 to +0044,-2,-0037 to +0045,4,3.2,1.6,0.8,2.4,0.86,
6460c,Squally Cove,41,3,173,45,-10,-0046 to +0044,-2,-0037 to +0045,4,3.2,1.6,0.8,2.4,0.86,
,Golden Bay / Mohua,,,,,,,,,,,,,,,
6453,Collingwood,40,40,172,40,-,-,-,-,4.7,3.8,1.4,0.5,2.6,1.14,*
6528b,Farewell Spit,40,31,173,2,10,-0035 to +0054,17,-0025 to +0105,3.7,3.1,1.3,0.7,2.2,0.81,
6454,Motupipi Inlet,40,50,172,51,-,-,-,-,5,4.1,1.5,0.6,2.8,1.19,*
6452,Tarakohe,40,49,172,54,2,-0003 to +0015,8,+0004 to +0015,3.9,2.9,1.4,0.6,2.2,0.89,
,Kenepuru Sound,,,,,,,,,,,,,,,
6470,Portage,41,12,174,2,-16,-0114 to +0015,-44,-0146 to -0002,2.9,2,0.8,0.1,1.4,0.76,
,Pelorus Sound / Te Hoiere,,,,,,,,,,,,,,,
6469,Elaine Bay,41,3,173,46,-26,-0131 to -0009,-38,-0134 to -0018,2.8,2,1.1,0.4,1.5,0.65,
6467c,Elie Bay,41,8,173,59,-27,-0157 to -0006,-40,-0142 to -0020,2.8,2.1,1.1,0.4,1.6,0.65,
6465a,Hamilton Bay,40,55,173,51,-30,-0118 to +0010,-35,-0134 to +0011,2.7,2,1,0.4,1.5,0.62,
6471,Havelock,41,17,173,46,-12,-0106 to +0007,-25,-0135 to +0005,3,2.1,1.1,0.3,1.6,0.73,
6468a,Nydia Bay,41,10,173,48,-22,-0152 to +0022,-36,-0157 to +0019,3,2.1,1.1,0.4,1.6,0.7,
6454a,Paparoa Point,40,55,173,1,-33,-0120 to 0000,-39,-0139 to -0005,2.6,1.9,1,0.4,1.4,0.59,
6467,Pelorus Sound / Te Hoiere Entrance,40,55,173,59,-100,-,-120,-,2.8,2.2,1.1,0.5,1.6,0.62,*
